Ticker,Company Name,Weighted Sharpe,Weighted Sortino,1-Year ROC %,Weighted ROC %,Sharpe + ROC Blend,Sortino + ROC Blend,Master Blend,1-Year Max Drawdown %,Last Close,200-Day MA,Trend Check,Alpha (1Y),Beta (1Y),Dist. from 52W High %,Avg Turnover (Cr),14-Day RSI
APCL,Anjani Portland Cement Limited,-1.23,-1.26,-30.05,-17.16,-1.47,-1.49,-1.4,-32.26,98.16,116.45,Fail (Down),-24.03,0.95,-32.26,0.08,45.84
APCOTEXIND,Apcotex Industries Limited,1.7,2.34,47.14,45.4,3.12,3.44,2.86,-24.41,601.15,451.37,Pass (Up),53.64,0.91,-11.8,18.26,55.02
APEX,Apex Frozen Foods Limited,0.02,-0.05,50.44,13.31,0.67,0.64,0.43,-26.96,368.5,374.95,Fail (Down),73.75,2.13,-26.01,12.61,52.71
APLAPOLLO,APL Apollo Tubes Limited,1.64,2.0,28.55,18.61,1.75,1.93,1.83,-22.73,2153.5,1950.67,Pass (Up),36.24,1.18,-5.22,123.8,54.15
APLLTD,Alembic Pharmaceuticals Limited,1.05,1.16,-13.11,7.85,0.92,0.97,1.0,-33.9,810.95,775.56,Pass (Up),-5.75,0.92,-15.86,10.28,47.46
APOLLO,Apollo Micro Systems Limited,1.22,1.55,41.74,53.46,3.29,3.45,2.71,-47.03,422.25,311.61,Pass (Up),60.43,1.73,-6.18,357.46,53.3
APOLLOHOSP,Apollo Hospitals Enterprise Limited,1.38,1.65,12.42,13.84,1.38,1.52,1.47,-15.21,8836.0,7918.11,Pass (Up),16.36,0.5,-2.25,276.87,52.96
APOLLOPIPE,Apollo Pipes Limited,1.47,2.28,39.55,37.78,2.63,3.03,2.51,-37.64,554.9,427.03,Pass (Up),47.54,0.37,-16.4,16.34,53.75
APOLLOTYRE,Apollo Tyres Limited,0.06,0.08,-11.48,-4.93,-0.22,-0.21,-0.12,-30.27,417.65,445.0,Fail (Down),-2.08,1.11,-21.22,40.11,48.14
APOLSINHOT,Apollo Sindoori Hotels Limited,0.09,0.11,-10.3,0.33,0.06,0.07,0.08,-33.08,1226.7,1211.14,Pass (Up),-1.72,0.69,-13.84,0.29,48.41
APTECHT,Aptech Limited,-1.85,-1.57,-30.07,-8.88,-1.37,-1.23,-1.44,-46.58,88.2,91.94,Fail (Down),-19.23,1.55,-30.07,0.89,45.05
APTUS,Aptus Value Housing Finance India Limited,-0.4,-0.33,-25.11,-4.4,-0.42,-0.38,-0.39,-42.05,249.11,259.73,Fail (Down),-18.22,1.14,-25.11,30.64,45.87
AQYLON,Aqylon Nexus Limited,-4.65,-4.07,-97.88,-76.35,-6.14,-5.85,-5.45,-98.79,21.24,264.54,Fail (Down),-232.42,0.82,-98.75,7.5,36.87
ARCHIDPLY,Archidply Industries Limited,1.4,1.83,-1.81,23.45,1.87,2.09,1.86,-41.08,101.96,84.94,Pass (Up),13.28,1.07,-10.82,0.33,49.78
ARCHIES,Archies Limited,-1.21,-1.22,-34.18,-20.05,-1.61,-1.61,-1.48,-48.92,12.19,15.22,Fail (Down),-27.77,1.29,-43.8,0.02,45.27
ARE&M,Amara Raja Energy & Mobility Limited,-0.05,-0.05,-21.71,-4.34,-0.24,-0.24,-0.18,-35.7,813.9,858.25,Fail (Down),-14.0,1.03,-21.71,77.74,45.84
ARENTERP,Rajdarshan Industries Limited,-0.26,-0.31,-29.8,-17.95,-1.03,-1.05,-0.79,-47.37,33.34,40.62,Fail (Down),-12.9,0.75,-43.88,0.05,47.51
ARFIN,Arfin India Limited,0.29,0.34,101.41,16.14,0.95,0.98,0.75,-17.75,85.98,82.15,Pass (Up),83.67,0.83,-13.82,15.42,56.22
ARIES,Aries Agro Limited,2.12,3.21,14.04,38.57,2.99,3.54,3.06,-33.36,475.6,353.44,Pass (Up),28.08,1.13,-5.58,2.97,51.74
ARIHANTCAP,Arihant Capital Markets Limited,0.58,0.73,-31.03,1.95,0.39,0.46,0.5,-50.32,79.0,76.9,Pass (Up),-18.38,1.66,-32.55,2.2,45.59
ARIHANTSUP,Arihant Superstructures Limited,-1.31,-1.37,-45.72,-19.04,-1.6,-1.64,-1.53,-55.4,218.45,269.15,Fail (Down),-46.71,1.41,-49.39,0.53,42.43
ARIS,Arisinfra Solutions Limited,0.61,0.61,-23.41,5.89,0.6,0.6,0.6,-52.06,125.46,120.58,Pass (Up),-5.43,1.47,-28.55,17.13,47.42
ARKADE,Arkade Developers Limited,0.34,0.44,-31.69,1.25,0.23,0.28,0.3,-47.71,122.03,124.55,Fail (Down),-25.66,1.21,-32.71,6.42,44.26
ARMANFIN,Arman Financial Services Limited,1.91,2.49,40.46,33.75,2.64,2.93,2.59,-23.29,2011.3,1670.64,Pass (Up),48.53,1.07,-2.8,8.76,53.82
AROGRANITE,Aro Granite Industries Limited,-0.69,-0.75,-36.52,-11.91,-0.94,-0.97,-0.88,-54.67,23.38,26.7,Fail (Down),-33.25,0.83,-44.33,0.02,44.83
ARROWGREEN,Arrow Greentech Limited,2.85,3.45,44.34,71.47,5.0,5.3,4.48,-46.54,813.0,553.81,Pass (Up),54.41,0.71,-0.14,1.72,54.16
ARSHIYA,Arshiya Limited,-3.17,-2.57,-62.0,-40.91,-3.63,-3.33,-3.28,-66.03,0.76,1.2,Fail (Down),-86.56,0.38,-63.64,0.02,41.93
ARSSBL,Anand Rathi Share and Stock Brokers Limited,-0.49,-0.47,11.01,-3.9,-0.44,-0.43,-0.45,-45.98,490.25,548.05,Fail (Down),27.65,1.51,-36.09,11.94,50.93
ARTEMISMED,Artemis Medicare Services Limited,2.33,3.24,43.82,37.48,3.04,3.5,3.11,-28.67,344.9,265.28,Pass (Up),48.54,0.86,-2.65,10.82,54.92
ARTNIRMAN,Art Nirman Limited,0.25,0.27,-18.1,-2.36,0.01,0.02,0.09,-54.27,39.92,42.13,Fail (Down),-1.8,0.89,-37.89,0.01,48.29
ARVEE,Arvee Laboratories (India) Limited,0.55,0.82,10.86,7.44,0.65,0.78,0.71,-53.97,180.69,168.9,Pass (Up),38.17,1.0,-37.86,0.14,50.74
ARVIND,Arvind Limited,2.16,2.7,72.61,49.86,3.57,3.84,3.28,-18.69,575.1,423.85,Pass (Up),68.11,0.82,-1.26,43.92,56.73
ARVINDFASN,Arvind Fashions Limited,0.05,0.1,-18.65,-0.34,0.01,0.03,0.04,-33.2,446.5,458.54,Fail (Down),-9.58,1.05,-20.93,13.22,47.19
ARVSMART,Arvind SmartSpaces Limited,0.47,0.59,-3.67,3.11,0.39,0.45,0.46,-24.39,598.05,588.49,Pass (Up),8.3,1.22,-13.63,15.46,49.47
ASAHIINDIA,Asahi India Glass Limited,1.04,1.16,14.58,11.49,1.09,1.16,1.12,-26.44,985.8,909.21,Pass (Up),24.49,0.88,-7.37,15.86,51.75
ASAHISONG,Asahi Songwon Colors Limited,2.34,3.05,27.06,58.31,4.09,4.44,3.74,-41.37,363.95,264.0,Pass (Up),41.7,0.91,-7.84,1.42,52.59
ASAL,Automotive Stampings and Assemblies Limited,-0.13,-0.12,-4.41,-1.51,-0.14,-0.14,-0.13,-37.28,462.4,482.06,Fail (Down),10.96,1.18,-23.15,1.35,49.5
ASALCBR,Associated Alcohols & Breweries Ltd.,-1.45,-1.33,-34.71,-17.55,-1.6,-1.54,-1.51,-45.79,676.7,830.81,Fail (Down),-28.63,1.21,-44.76,2.45,45.1
ASHAPURMIN,Ashapura Minechem Limited,-0.82,-0.73,-8.0,-12.51,-1.03,-0.99,-0.93,-49.08,542.9,654.53,Fail (Down),13.93,1.29,-39.84,29.63,49.41
ASHIANA,Ashiana Housing Limited,0.23,0.29,12.26,4.96,0.36,0.39,0.34,-19.37,346.75,336.74,Pass (Up),20.55,0.68,-12.45,6.89,51.75
ASHIMASYN,Ashima Limited,0.29,0.43,-30.12,2.54,0.27,0.34,0.32,-51.94,16.61,16.48,Pass (Up),-14.92,1.41,-32.23,0.34,46.22
ASHOKA,Ashoka Buildcon Limited,-1.27,-1.48,-39.52,-16.64,-1.47,-1.57,-1.47,-51.73,113.86,135.11,Fail (Down),-35.75,1.6,-46.19,29.64,43.99
ASHOKAMET,Ashoka Metcast Limited,0.98,1.81,4.31,13.43,1.16,1.58,1.38,-35.9,17.2,14.92,Pass (Up),17.1,0.88,-9.85,0.06,50.62
ASHOKLEY,Ashok Leyland Limited,0.41,0.44,25.54,2.85,0.35,0.36,0.38,-33.49,163.75,169.88,Fail (Down),40.72,1.86,-21.41,301.96,52.55
ASIANENE,Asian Energy Services Limited,2.53,3.27,52.77,73.6,4.95,5.31,4.39,-34.14,535.1,329.82,Pass (Up),60.18,0.95,-3.33,21.88,55.11
ASIANHOTNR,Asian Hotels (North) Limited,1.34,1.96,12.92,21.71,1.75,2.06,1.82,-24.97,378.8,308.46,Pass (Up),26.12,0.53,-6.64,2.32,51.49
ASIANPAINT,Asian Paints Limited,-0.59,-0.49,-2.27,-2.01,-0.4,-0.34,-0.43,-28.54,2472.5,2575.57,Fail (Down),6.33,0.98,-15.99,244.03,49.57
ASIANTILES,Asian Granito India Limited,-0.53,-0.64,-15.82,-17.55,-1.14,-1.2,-0.98,-44.25,50.34,61.99,Fail (Down),1.5,1.14,-35.36,50.36,48.56
ASKAUTOLTD,ASK Automotive Limited,2.14,3.29,21.68,40.13,3.08,3.65,3.15,-33.61,624.55,477.27,Pass (Up),32.1,0.91,-7.99,46.48,52.77
ASMS,Avio Smart Market Stack Limited,-1.13,-1.29,-58.33,-26.88,-1.91,-1.99,-1.7,-58.33,6.88,8.94,Fail (Down),-70.69,1.15,-58.33,0.14,41.1
ASPINWALL,Aspinwall and Company Limited,0.77,0.99,-0.71,13.11,1.04,1.15,1.02,-25.82,260.5,229.39,Pass (Up),12.17,0.83,-2.2,0.07,49.91
ASTEC,Astec LifeSciences Limited,0.01,-0.03,-18.43,-0.32,-0.01,-0.03,-0.02,-43.2,699.8,671.27,Pass (Up),1.63,0.78,-23.83,10.74,48.0
ASTERDM,Aster DM Quality Care Limited,0.43,0.45,20.12,10.48,0.74,0.75,0.64,-25.59,763.05,700.94,Pass (Up),24.98,0.38,-12.26,181.07,52.71
ASTRAL,Astral Limited,-0.62,-0.59,-1.77,-7.61,-0.69,-0.68,-0.66,-24.58,1411.4,1505.07,Fail (Down),7.02,0.77,-19.05,142.92,49.75
ASTRAMICRO,Astra Microwave Products Limited,1.97,2.26,65.99,49.38,3.45,3.6,3.05,-26.38,1680.6,1253.4,Pass (Up),65.42,0.84,-9.59,111.41,55.53
ASTRAZEN,AstraZeneca Pharma India Limited,-2.73,-2.57,-25.1,-21.2,-2.43,-2.34,-2.47,-30.86,6764.5,8335.63,Fail (Down),-24.28,0.54,-30.86,8.45,44.78
ASTRON,Astron Paper & Board Mill Limited,-2.71,-2.57,-82.44,-38.4,-3.27,-3.21,-3.04,-82.44,2.94,4.37,Fail (Down),-165.19,0.59,-82.44,0.01,29.87
ATALREAL,Atal Realtech Limited,-1.94,-1.27,-28.98,-45.69,-3.26,-2.92,-2.59,-61.94,13.75,27.31,Fail (Down),-12.78,0.94,-61.94,29.82,47.85
ATAM,Atam Valves Limited,-1.08,-1.02,-39.39,-21.52,-1.62,-1.59,-1.42,-55.2,55.38,69.56,Fail (Down),-35.41,0.93,-49.44,0.07,44.83
ATGL,Adani Total Gas Limited,-1.32,-1.24,-1.85,-5.04,-0.91,-0.87,-1.02,-40.07,594.8,614.41,Fail (Down),12.84,0.73,-26.41,98.37,49.78
ATHERENERG,Ather Energy Limited,3.63,5.73,205.56,118.45,7.74,8.79,7.07,-21.48,1656.0,955.11,Pass (Up),129.3,0.6,-4.03,677.55,61.04
ATL,Allcargo Terminals Limited,0.36,0.45,-10.1,1.01,0.23,0.28,0.3,-51.34,25.18,24.92,Pass (Up),10.32,1.63,-34.41,0.48,49.04
ATLANTAA,ATLANTAA LIMITED,-0.1,-0.14,-15.33,-7.21,-0.41,-0.43,-0.32,-52.57,37.22,40.77,Fail (Down),11.21,1.6,-45.31,0.29,48.82
ATLANTAELE,Atlanta Electricals Limited,1.03,1.25,115.92,52.87,3.16,3.27,2.52,-32.74,1777.8,1362.66,Pass (Up),102.43,0.9,-17.37,22.76,55.86
ATLASCYCLE,Atlas Cycles (Haryana) Limited,0.12,0.17,-22.74,0.95,0.11,0.13,0.13,-39.71,95.71,96.3,Fail (Down),-11.7,0.71,-25.22,0.29,46.88
ATUL,Atul Limited,-0.13,-0.15,-2.33,-1.48,-0.14,-0.15,-0.14,-14.58,6244.5,6395.45,Fail (Down),4.38,0.65,-11.72,30.0,49.61
ATULAUTO,Atul Auto Limited,0.14,0.17,-7.43,1.81,0.16,0.18,0.16,-27.87,445.6,461.95,Fail (Down),9.32,1.46,-22.78,11.55,49.17
AUBANK,AU Small Finance Bank Limited,0.81,0.9,49.09,14.09,1.11,1.16,1.04,-18.16,1058.9,1000.53,Pass (Up),51.8,1.21,-6.18,182.76,55.62
AURIONPRO,Aurionpro Solutions Limited,-1.65,-1.49,-44.79,-27.0,-2.17,-2.09,-1.95,-47.13,680.85,874.07,Fail (Down),-41.38,1.54,-45.87,13.75,44.15
AUROPHARMA,Aurobindo Pharma Limited,2.32,2.71,51.44,30.77,2.7,2.89,2.7,-9.7,1679.8,1384.85,Pass (Up),47.8,0.35,-2.17,171.46,57.07
AURUM,Aurum PropTech Limited,1.62,1.77,29.75,23.69,1.99,2.07,1.92,-21.1,224.02,192.36,Pass (Up),39.09,1.13,-10.68,6.99,53.33
AURUS,AURUS GEM CORPORATION LIMITED,0.11,0.13,-25.34,-2.21,-0.06,-0.04,0.01,-41.47,4.89,4.96,Fail (Down),-15.21,0.77,-32.18,0.01,46.94
AUSOMENT,Ausom Enterprise Limited,2.53,2.98,51.08,38.21,3.18,3.4,3.11,-42.83,152.59,122.66,Pass (Up),58.48,0.52,-7.5,0.07,54.08
AUTOAXLES,Automotive Axles Limited,-0.25,-0.27,-1.35,-3.6,-0.3,-0.32,-0.29,-26.65,1678.0,1786.88,Fail (Down),9.98,1.16,-19.06,1.67,49.82
AUTOIND,Autoline Industries Limited,0.84,0.93,10.23,16.93,1.27,1.31,1.15,-40.08,82.83,77.68,Pass (Up),32.55,1.66,-19.92,1.43,50.87
AVADHSUGAR,Avadh Sugar & Energy Limited,3.12,5.23,77.65,84.8,5.8,6.85,5.61,-30.59,769.6,466.05,Pass (Up),70.02,0.35,-10.02,17.69,57.37
AVALON,Avalon Technologies Limited,2.69,3.28,135.44,105.44,6.62,6.91,5.51,-36.63,2264.5,1328.57,Pass (Up),109.45,1.39,-4.58,81.47,58.56
AVANTEL,Avantel Limited,-0.07,-0.07,-6.51,1.86,0.06,0.06,0.02,-44.11,156.46,156.1,Pass (Up),11.33,1.4,-25.99,34.56,49.33
AVANTIFEED,Avanti Feeds Limited,-1.27,-1.34,10.52,-16.13,-1.44,-1.48,-1.41,-47.09,798.6,1039.34,Fail (Down),33.94,1.65,-46.28,44.62,50.68
AVG,AVG Logistics Limited,0.64,0.82,-23.15,10.06,0.82,0.91,0.82,-47.55,176.41,171.25,Pass (Up),-5.65,1.03,-27.12,1.11,47.5
AVL,Aditya Vision Limited,1.37,1.49,24.66,19.22,1.65,1.7,1.59,-25.43,616.45,540.4,Pass (Up),29.56,0.48,-7.6,16.14,53.23
AVONMORE,Avonmore Capital & Management Services Limited,0.87,1.67,-34.94,11.42,1.01,1.41,1.23,-57.62,14.0,13.27,Pass (Up),-20.57,1.76,-35.16,0.3,44.97
AVROIND,AVRO INDIA LIMITED,-1.74,-1.71,-44.5,-32.21,-2.48,-2.46,-2.22,-49.6,7.81,11.31,Fail (Down),-41.17,0.9,-49.6,0.4,45.68
AVTNPL,AVT Natural Products Limited,1.96,3.47,19.13,32.97,2.63,3.38,2.91,-28.82,90.13,68.61,Pass (Up),28.03,0.83,-2.48,2.0,52.99
AWFIS,Awfis Space Solutions Limited,-0.19,-0.23,-48.88,-11.95,-0.69,-0.71,-0.54,-63.37,293.2,342.74,Fail (Down),-48.36,1.35,-53.43,18.11,42.69
AWHCL,Antony Waste Handling Cell Limited,-1.82,-1.72,-38.0,-20.84,-1.95,-1.9,-1.87,-39.42,366.5,463.86,Fail (Down),-32.76,0.99,-39.3,4.77,44.83
AWL,AWL Agri Business Limited,-0.33,-0.36,-28.14,-7.79,-0.55,-0.57,-0.49,-37.93,185.02,200.39,Fail (Down),-25.65,0.8,-33.0,69.13,44.3
AXISBANK,Axis Bank Limited,-0.52,-0.48,14.67,-1.17,-0.32,-0.3,-0.37,-17.23,1246.0,1287.59,Fail (Down),23.62,1.21,-11.12,778.62,52.3
AXISCADES,AXISCADES Technologies Limited,0.66,0.7,20.34,21.93,1.43,1.45,1.19,-37.59,1831.8,1585.67,Pass (Up),35.52,0.86,-15.73,33.11,51.6
AXITA,Axita Cotton Limited,0.08,0.29,0.26,-5.17,-0.22,-0.11,-0.05,-39.95,7.98,8.49,Fail (Down),7.2,0.33,-33.48,0.48,50.04
AYMSYNTEX,AYM Syntex Limited,1.9,2.51,48.49,47.66,3.33,3.64,3.06,-24.85,281.65,208.79,Pass (Up),54.63,0.63,-12.01,2.76,54.12
AZAD,Azad Engineering Limited,2.6,3.0,76.24,62.91,4.45,4.65,3.97,-21.56,2849.1,1977.19,Pass (Up),73.61,1.18,-1.75,146.24,56.57
BAFNAPH,Bafna Pharmaceuticals Limited,4.34,5.43,170.26,138.77,9.11,9.65,7.88,-48.47,301.45,167.17,Pass (Up),117.76,0.31,-3.57,0.54,58.39
BAGFILMS,B.A.G Films and Media Limited,-0.84,-1.1,-30.08,-13.7,-1.11,-1.23,-1.1,-53.1,4.44,5.14,Fail (Down),-19.03,1.21,-42.64,0.05,46.21
BAIDFIN,Baid Finserv Limited,1.05,1.84,6.26,14.15,1.23,1.63,1.43,-27.02,11.88,10.63,Pass (Up),21.18,0.94,-4.73,0.09,50.78
BAJAJ-AUTO,Bajaj Auto Limited,2.36,2.64,29.94,24.94,2.43,2.57,2.5,-13.37,11678.0,9997.09,Pass (Up),34.28,0.85,-5.53,381.9,55.12
BAJAJCON,Bajaj Consumer Care Limited,0.79,1.01,127.8,44.88,2.64,2.75,2.1,-32.77,520.5,436.92,Pass (Up),102.22,1.09,-22.34,50.58,56.58
BAJAJELEC,Bajaj Electricals Limited,-0.22,-0.13,-42.25,-10.61,-0.64,-0.6,-0.47,-49.78,335.3,374.9,Fail (Down),-45.94,0.88,-44.07,14.21,40.72
BAJAJFINSV,Bajaj Finserv Limited,0.71,0.81,-6.02,3.59,0.53,0.58,0.63,-25.03,1913.5,1899.66,Pass (Up),4.14,1.28,-12.01,216.73,48.82
BAJAJHCARE,Bajaj Healthcare Limited,0.59,0.74,-22.09,4.96,0.55,0.62,0.61,-45.8,334.05,340.87,Fail (Down),-8.22,1.23,-33.85,17.45,47.2
BAJAJHFL,Bajaj Housing Finance Limited,-0.33,-0.36,-24.87,-4.62,-0.39,-0.41,-0.38,-36.95,84.11,87.71,Fail (Down),-21.13,0.96,-27.44,34.19,43.5
BAJAJHIND,Bajaj Hindusthan Sugar Limited,0.77,1.0,0.67,15.13,1.14,1.25,1.09,-34.11,20.94,18.23,Pass (Up),13.32,0.74,-13.58,59.94,50.08
BAJAJHLDNG,Bajaj Holdings & Investment Limited,0.98,0.97,-13.52,7.39,0.86,0.86,0.9,-35.67,11134.0,10586.85,Pass (Up),-4.03,1.15,-17.09,55.14,47.58
BAJAJINDEF,Indef Manufacturing Limited,-0.43,-0.43,-33.64,-11.49,-0.79,-0.79,-0.67,-50.84,228.57,267.92,Fail (Down),-23.6,1.41,-45.78,0.75,46.26
BAJEL,Bajel Projects Limited,0.04,0.17,-6.65,-0.64,-0.01,0.05,0.05,-38.87,179.89,175.25,Pass (Up),9.37,1.22,-19.62,5.35,49.2
BAJFINANCE,Bajaj Finance Limited,1.02,1.12,7.28,10.19,1.02,1.07,1.05,-26.74,1034.5,973.52,Pass (Up),20.62,1.51,-10.73,815.68,51.1
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,-1.81,-1.76,-51.89,-18.24,-1.82,-1.79,-1.8,-60.62,25.14,31.3,Fail (Down),-58.15,1.42,-53.48,0.1,40.3
BALAJITELE,Balaji Telefilms Limited,0.46,0.6,-20.71,-3.06,0.08,0.15,0.25,-48.07,90.63,95.06,Fail (Down),0.1,1.61,-33.81,3.51,48.05
BALAMINES,Balaji Amines Limited,1.72,2.27,51.88,66.27,4.17,4.45,3.54,-35.65,2276.5,1572.83,Pass (Up),65.83,1.39,-11.31,62.66,54.11
BALAXI,BALAXI PHARMACEUTICALS LIMITED,0.01,0.03,-47.99,-5.31,-0.26,-0.25,-0.16,-66.67,23.39,24.7,Fail (Down),-50.09,0.94,-50.24,0.09,42.15
BALKRISHNA,Balkrishna Paper Mills Limited,-0.54,-0.58,-26.05,-10.08,-0.77,-0.79,-0.71,-47.81,16.1,17.71,Fail (Down),-18.44,0.73,-34.76,0.03,46.19
BALKRISIND,Balkrishna Industries Limited,0.05,0.07,-9.62,-4.63,-0.2,-0.2,-0.11,-27.33,2164.6,2284.04,Fail (Down),2.39,1.3,-20.03,108.56,48.58
BALMLAWRIE,Balmer Lawrie & Company Limited,-0.14,-0.13,-20.25,-2.45,-0.19,-0.19,-0.17,-32.78,168.72,171.51,Fail (Down),-14.74,1.01,-22.02,2.39,45.61
BALPHARMA,Bal Pharma Limited,1.44,2.07,20.55,37.28,2.58,2.9,2.41,-32.2,107.42,78.93,Pass (Up),33.76,0.9,-6.14,0.66,52.57
BALRAMCHIN,Balrampur Chini Mills Limited,1.64,2.31,35.1,38.53,2.75,3.08,2.6,-22.82,691.4,522.75,Pass (Up),41.22,0.44,-9.87,203.37,54.0
BALUFORGE,Balu Forge Industries Limited,0.84,1.09,-21.37,8.47,0.84,0.97,0.93,-47.94,533.4,496.03,Pass (Up),-2.35,1.55,-22.06,76.27,47.51
BANARBEADS,Banaras Beads Limited,0.26,0.48,2.17,-1.84,0.04,0.15,0.18,-34.97,107.56,114.74,Fail (Down),16.46,0.68,-28.84,0.09,50.2
BANARISUG,Bannari Amman Sugars Limited,-0.07,-0.12,-5.25,-2.5,-0.16,-0.18,-0.15,-17.05,3517.6,3600.89,Fail (Down),-1.75,0.13,-17.05,1.05,48.47
BANCOINDIA,Banco Products (I) Limited,-0.21,-0.16,2.97,-0.29,-0.12,-0.09,-0.13,-41.02,615.0,623.82,Fail (Down),22.59,1.57,-27.15,8.89,50.28
BANDHANBNK,Bandhan Bank Limited,-0.29,-0.2,6.88,0.68,-0.11,-0.06,-0.14,-24.83,176.52,173.04,Pass (Up),24.98,1.61,-17.85,224.66,50.76
BANG,Bang Overseas Limited,0.35,0.38,-33.55,-3.23,0.01,0.03,0.13,-54.07,35.12,38.14,Fail (Down),-20.31,1.39,-40.76,0.35,45.84
BANKA,Banka BioLoo Limited,0.51,0.63,-7.85,19.47,1.23,1.29,1.03,-55.53,81.78,73.71,Pass (Up),7.41,1.09,-13.63,0.04,49.1
BANKBARODA,Bank of Baroda,-1.26,-1.25,3.17,-12.26,-1.24,-1.24,-1.25,-25.51,238.13,267.81,Fail (Down),14.74,1.3,-24.23,250.6,50.43
BANKINDIA,Bank of India,-0.09,-0.09,22.42,-0.42,-0.07,-0.07,-0.07,-22.69,140.0,144.6,Fail (Down),34.82,1.5,-18.41,108.98,52.37
BANSALWIRE,Bansal Wire Industries Limited,0.56,0.62,-13.27,5.45,0.55,0.58,0.58,-38.19,309.35,300.21,Pass (Up),0.82,1.35,-15.43,6.03,48.2
BANSWRAS,Banswara Syntex Limited,-0.55,-0.57,-10.5,-6.91,-0.62,-0.63,-0.6,-28.94,112.84,117.28,Fail (Down),1.7,1.02,-17.47,0.61,48.76
BASF,BASF India Limited,0.48,0.61,-20.38,0.87,0.28,0.35,0.39,-32.51,3661.5,3666.16,Fail (Down),-12.37,1.08,-21.36,16.8,46.35
BASML,Bannari Amman Spinning Mills Limited,0.4,0.46,-13.24,2.63,0.33,0.36,0.37,-44.74,24.6,24.63,Fail (Down),5.77,1.7,-20.54,0.3,48.52
BATAINDIA,Bata India Limited,-0.34,-0.36,-45.31,-10.23,-0.68,-0.69,-0.58,-52.32,648.65,733.65,Fail (Down),-50.39,1.1,-46.65,44.73,38.95
BAYERCROP,Bayer Cropscience Limited,-1.04,-1.08,-19.61,-8.71,-0.95,-0.98,-1.0,-23.55,3974.1,4362.72,Fail (Down),-17.75,0.42,-23.1,13.57,45.69
BBL,Bharat Bijlee Limited,-1.27,-1.14,-25.92,-15.17,-1.4,-1.33,-1.31,-37.66,2246.5,2590.1,Fail (Down),-19.73,0.83,-31.42,8.08,46.31
BBOX,Black Box Limited,0.35,0.47,77.25,28.71,1.61,1.67,1.23,-33.85,800.8,684.82,Pass (Up),74.45,0.93,-25.63,35.2,54.85
BBTC,The Bombay Burmah Trading Corporation Limited,-0.64,-0.81,-24.02,-12.07,-0.92,-1.01,-0.88,-36.54,1423.5,1603.02,Fail (Down),-16.02,1.22,-31.66,44.17,46.21
BBTCL,B&B Triplewall Containers Limited,0.87,1.0,12.53,17.07,1.29,1.36,1.19,-27.73,227.51,201.54,Pass (Up),24.11,0.71,-8.31,0.29,51.44
BCG,Brightcom Group Limited,-0.01,-0.04,-37.64,-4.25,-0.22,-0.23,-0.16,-49.0,9.99,10.04,Fail (Down),-28.73,1.07,-37.64,6.32,45.11
BCLIND,Bcl Industries Limited,-0.06,-0.02,-15.67,3.89,0.17,0.19,0.11,-40.5,34.18,32.87,Pass (Up),-3.25,1.12,-20.81,7.35,47.84
BCONCEPTS,Brand Concepts Limited,-1.21,-1.25,-40.53,-28.74,-2.04,-2.06,-1.78,-61.12,156.56,237.18,Fail (Down),-31.62,0.98,-60.6,0.31,46.8
BDL,Bharat Dynamics Limited,-0.28,-0.28,-19.36,-9.34,-0.61,-0.61,-0.5,-32.55,1190.0,1339.03,Fail (Down),-6.95,1.41,-26.81,192.86,47.55
BEARDSELL,Beardsell Limited,-0.69,-0.65,-16.53,-8.35,-0.76,-0.74,-0.73,-45.15,24.67,27.2,Fail (Down),-1.72,0.97,-33.34,0.06,48.33
BECTORFOOD,Mrs. Bectors Food Specialities Limited,1.41,2.06,-13.19,20.39,1.72,2.05,1.84,-40.33,242.5,209.29,Pass (Up),-0.01,1.13,-13.19,117.17,48.1
BEDMUTHA,Bedmutha Industries Limited,-0.42,-0.46,-27.36,-9.6,-0.69,-0.71,-0.61,-31.34,103.94,113.53,Fail (Down),-22.75,0.51,-27.36,0.04,46.16
BEL,Bharat Electronics Limited,-0.09,-0.07,5.58,-1.7,-0.13,-0.12,-0.11,-17.84,404.35,417.79,Fail (Down),13.7,0.86,-13.57,475.28,50.89
BELLACASA,Bella Casa Fashion & Retail Limited,0.05,0.03,-35.69,-9.75,-0.46,-0.47,-0.3,-52.79,256.52,282.71,Fail (Down),-26.41,1.1,-45.62,0.33,45.8
BELRISE,Belrise Industries Limited,0.76,0.89,63.1,22.19,1.49,1.55,1.29,-14.67,228.0,205.22,Pass (Up),62.94,1.08,-12.76,103.2,55.31
BEML,BEML Limited,1.41,1.62,0.19,19.42,1.67,1.78,1.66,-38.65,2023.4,1768.47,Pass (Up),16.49,1.48,-9.24,73.89,50.02
BEPL,Bhansali Engineering Polymers Limited,2.03,2.72,27.14,40.81,3.05,3.4,2.94,-26.23,128.08,96.22,Pass (Up),35.65,0.86,-4.3,58.16,53.47
BERGEPAINT,Berger Paints (I) Limited,-0.51,-0.68,-16.29,-4.41,-0.48,-0.56,-0.54,-31.45,458.05,493.42,Fail (Down),-10.5,0.71,-21.79,27.21,47.23
BESTAGRO,Best Agrolife Limited,0.77,1.32,-24.13,9.61,0.87,1.14,1.02,-59.15,19.05,19.02,Pass (Up),-5.8,1.08,-36.73,4.42,47.39
